Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
Cerise,19.2,25.0,79,114,84,130,0,72
Marmande,23.9,21.5,43,111,83,157,0,87
Cerise,21.4,21.9,71,123,99,149,1,89
Noire de Crimée,18.3,22.0,88,107,86,152,1,99
Marmande,23.4,25.3,40,130,81,161,0,57
Cerise,21.9,23.3,73,105,79,167,1,81
Cœur de Bœuf,19.0,23.7,60,118,92,168,0,89
Cerise,26.0,24.3,70,119,64,147,1,51
Cerise,27.2,25.9,53,119,88,162,1,97
Cerise,25.6,19.8,65,109,64,154,0,62
Marmande,26.2,26.0,61,136,98,161,0,76
Noire de Crimée,20.2,24.1,73,111,76,157,1,95
Cœur de Bœuf,20.6,25.0,72,131,88,142,0,56
Cerise,20.1,21.9,52,123,70,148,0,52
Noire de Crimée,25.7,22.7,71,93,81,132,0,70
Noire de Crimée,27.5,21.1,47,139,90,156,1,57
Marmande,25.2,27.8,61,120,98,146,0,50
Cœur de Bœuf,26.8,23.5,80,139,60,158,0,66
Marmande,24.4,28.0,59,103,74,162,1,75
Noire de Crimée,21.9,23.4,60,97,78,157,1,78
Noire de Crimée,22.3,21.0,73,126,69,149,0,57
Noire de Crimée,18.8,23.6,88,94,68,163,0,87
Marmande,18.3,19.4,69,97,72,145,1,92
Cœur de Bœuf,25.0,27.1,45,100,85,168,0,57
Cerise,22.4,26.4,74,118,65,131,1,57
Marmande,23.5,25.5,66,110,99,157,0,74
Noire de Crimée,23.6,24.5,59,128,61,146,0,91
Marmande,20.8,24.2,88,102,88,149,1,91
Noire de Crimée,22.8,28.0,77,138,71,147,0,94
Cerise,22.7,21.5,79,108,82,157,0,76
Cerise,21.9,26.0,53,92,62,157,1,71
Cœur de Bœuf,26.2,24.2,49,123,70,145,0,52
Noire de Crimée,22.5,27.8,81,127,64,162,0,98
Cœur de Bœuf,24.0,26.5,54,108,69,150,0,96
Cœur de Bœuf,27.0,28.0,79,121,65,134,1,87
Cerise,26.7,24.3,82,136,75,166,1,98
Marmande,26.9,20.8,87,125,90,147,0,73
Marmande,20.7,23.5,42,128,82,134,0,82
Cœur de Bœuf,18.3,25.4,54,103,89,140,0,84
Cerise,20.6,26.0,84,96,99,151,1,89
Noire de Crimée,20.8,19.0,70,109,79,152,0,78
Marmande,27.1,23.5,50,121,84,155,1,57
Cœur de Bœuf,24.5,21.1,85,135,94,156,0,60
Marmande,18.8,26.9,78,120,64,132,0,65
Marmande,19.4,20.4,58,111,62,131,0,82
Noire de Crimée,19.6,25.0,54,94,93,146,0,60
Cerise,24.3,21.4,77,120,71,132,0,78
Noire de Crimée,25.4,22.2,59,104,86,132,0,98
Cerise,26.6,27.5,61,133,64,169,0,94
Marmande,27.4,21.2,46,106,81,145,0,73
Cœur de Bœuf,20.0,19.9,53,126,63,141,0,51
Noire de Crimée,21.1,19.6,43,108,87,130,0,54
Cerise,20.4,23.5,48,99,66,133,1,73
Marmande,21.6,24.8,78,133,93,146,0,93
Cerise,27.1,21.9,64,123,61,148,0,96
Cerise,23.8,25.2,86,138,68,133,1,56
Cerise,25.4,19.5,74,114,74,168,0,80
Marmande,22.9,26.7,76,126,90,149,0,79
Cœur de Bœuf,18.3,26.3,88,117,95,168,1,55
Cœur de Bœuf,18.6,27.9,66,104,74,133,1,54
Cœur de Bœuf,23.4,27.4,67,109,92,146,0,64
Cerise,25.2,22.2,63,102,90,144,0,76
Marmande,20.2,22.6,72,109,86,157,0,84
Cerise,25.2,25.7,72,132,61,145,0,58
Cœur de Bœuf,26.1,20.2,55,120,68,135,0,72
Cœur de Bœuf,22.1,21.8,62,107,60,157,0,66
Marmande,25.5,20.1,85,130,78,161,1,72
Cerise,22.0,23.1,50,137,68,146,0,95
Noire de Crimée,24.8,24.0,85,117,61,154,1,88
Noire de Crimée,25.6,20.9,79,136,96,168,0,96
Cœur de Bœuf,27.9,19.2,58,93,60,146,0,78
Marmande,21.5,25.5,73,113,71,144,0,88
Cerise,22.1,19.2,62,133,85,147,1,94
Cerise,19.7,27.8,49,134,69,149,0,95
Cœur de Bœuf,20.0,21.0,76,98,60,152,0,60
Cœur de Bœuf,24.9,25.0,86,136,60,134,0,99
Cerise,27.2,22.9,40,139,90,168,1,62
Cerise,21.9,19.5,41,121,70,141,0,61
Cœur de Bœuf,19.8,23.2,61,121,64,146,0,51
Cerise,20.9,23.7,56,128,94,159,0,91
Noire de Crimée,22.6,26.7,86,110,70,148,0,60
Cœur de Bœuf,20.9,25.6,63,133,63,161,0,97
Cerise,20.3,19.7,89,131,97,145,0,98
Cœur de Bœuf,25.4,20.9,60,128,98,131,1,63
Marmande,18.1,21.8,79,135,80,141,0,71
Cœur de Bœuf,23.4,20.0,68,116,95,132,0,70
Cœur de Bœuf,25.9,23.1,53,136,87,137,0,94
Marmande,20.7,27.9,47,125,67,166,0,98
Noire de Crimée,24.0,23.6,69,97,79,153,0,86
Cerise,24.7,25.7,61,108,80,154,0,85
Marmande,24.6,25.1,62,118,94,154,0,74
Cœur de Bœuf,22.5,26.6,79,108,91,143,0,92
Cerise,21.5,20.9,52,94,95,165,0,98
Marmande,26.4,25.8,67,111,64,144,0,52
Cerise,25.6,26.9,69,124,63,161,0,51
Cerise,21.2,20.5,44,99,66,131,0,76
Marmande,19.0,22.1,49,104,93,150,0,82
Cerise,18.7,27.7,78,91,79,133,0,67
Noire de Crimée,18.9,26.0,48,131,66,158,0,97
Marmande,23.8,21.5,53,111,83,158,0,60
Noire de Crimée,18.5,24.1,77,137,80,152,0,56
Cœur de Bœuf,21.4,22.6,49,124,68,132,1,86
Cerise,25.5,23.4,72,128,78,150,0,99
Cœur de Bœuf,20.9,22.2,50,108,79,145,1,85
Cœur de Bœuf,25.6,21.5,79,136,87,149,0,76
Cerise,25.5,25.1,45,101,91,164,0,71
Marmande,20.5,26.0,56,123,93,134,1,80
Cerise,25.3,26.9,75,134,75,155,1,89
Cœur de Bœuf,25.5,20.4,45,109,97,136,0,55
Cœur de Bœuf,22.0,26.4,86,96,76,145,0,82
Marmande,20.1,21.3,49,113,70,146,1,56
Cerise,23.2,22.8,88,92,63,131,0,55
Cœur de Bœuf,27.2,27.1,81,95,99,141,0,50
Noire de Crimée,24.4,23.1,44,122,99,142,0,88
Cœur de Bœuf,19.7,20.8,58,123,77,134,0,95
Cœur de Bœuf,24.8,20.4,46,122,65,145,0,87
Marmande,22.3,23.3,63,118,91,157,0,91
Noire de Crimée,23.9,25.9,81,112,64,137,0,99
Cœur de Bœuf,25.3,28.0,58,93,74,157,0,97
Cœur de Bœuf,23.1,26.1,50,94,75,137,0,93
Noire de Crimée,26.1,26.9,42,123,76,158,0,78
Cerise,25.2,25.7,69,105,96,147,0,60
Cerise,24.2,27.1,82,129,74,145,1,77
Cœur de Bœuf,19.5,19.7,77,136,94,155,1,89
Cœur de Bœuf,26.4,27.4,45,132,67,151,0,64
Cerise,27.4,22.6,86,131,94,144,0,79
Marmande,19.4,27.3,74,92,95,142,1,72
Noire de Crimée,22.9,19.7,61,132,86,151,1,61
Noire de Crimée,20.6,25.4,50,138,73,150,0,77
Marmande,25.5,25.6,47,131,82,153,1,80
Marmande,25.2,28.0,66,138,79,130,1,79
Marmande,19.4,25.9,68,103,65,158,0,88
Marmande,26.8,22.4,47,122,83,130,0,65
Marmande,19.8,24.0,62,117,82,130,1,79
Marmande,26.0,22.3,68,130,95,138,0,53
Noire de Crimée,22.6,20.8,55,104,71,150,0,82
Marmande,21.3,21.2,74,93,61,143,0,82
Cerise,19.6,21.0,47,109,86,157,0,77
Marmande,19.7,23.9,47,114,91,147,0,70
Marmande,24.6,27.2,84,124,88,162,0,64
Noire de Crimée,23.5,27.2,72,128,99,131,0,75
Noire de Crimée,19.2,19.5,81,111,99,163,0,63
Marmande,19.1,19.7,44,124,92,153,0,64
Noire de Crimée,18.7,21.2,76,136,88,148,1,51
Cœur de Bœuf,25.4,21.3,56,117,92,131,0,65
Noire de Crimée,25.1,19.9,61,99,95,135,1,86
Noire de Crimée,18.6,22.5,53,105,76,144,0,60
Noire de Crimée,23.6,24.3,77,138,69,140,0,60
Noire de Crimée,18.8,24.2,71,112,60,145,0,82
Cerise,27.0,23.9,53,108,76,150,0,51
Cerise,27.1,22.0,83,90,87,156,1,82
Cerise,25.0,25.4,59,90,97,151,0,52
Marmande,27.3,26.4,61,135,95,132,0,69
Marmande,26.1,22.1,69,115,86,132,0,82
Cœur de Bœuf,26.3,19.8,72,123,96,150,0,75
Cerise,23.7,21.7,44,91,84,135,0,98
Marmande,21.1,20.2,57,117,93,154,0,83
Noire de Crimée,20.2,23.2,85,109,62,166,0,63
Noire de Crimée,21.3,20.4,46,131,88,159,0,78
Cerise,24.3,23.2,68,136,94,168,1,51
Cœur de Bœuf,19.7,21.0,86,116,69,149,0,99
Cœur de Bœuf,20.6,25.6,48,117,97,130,0,57
Noire de Crimée,22.7,19.2,86,120,97,164,0,76
Cœur de Bœuf,20.3,24.0,87,136,60,155,0,57
Cerise,23.9,20.5,80,96,60,150,1,56
Noire de Crimée,27.2,19.0,46,97,91,139,1,60
Marmande,25.5,26.8,46,121,81,158,0,88
Marmande,24.7,25.0,88,100,78,132,0,79
Cœur de Bœuf,23.8,19.9,82,137,94,142,1,88
Noire de Crimée,22.9,25.0,45,115,65,138,0,98
Noire de Crimée,19.9,24.5,85,114,93,145,0,96
Marmande,26.9,23.3,86,96,74,157,0,70
Noire de Crimée,20.5,22.8,79,109,62,157,1,70
Noire de Crimée,18.9,27.0,66,130,96,140,0,56
Noire de Crimée,25.5,21.2,43,119,81,159,1,69
Cœur de Bœuf,19.8,22.6,40,90,88,140,0,98
Noire de Crimée,21.7,22.0,45,107,73,158,0,63
Cerise,18.3,25.9,70,97,89,141,1,69
Cœur de Bœuf,19.4,27.2,40,118,74,137,1,54
Noire de Crimée,19.7,26.6,44,129,88,139,0,80
Noire de Crimée,18.5,26.2,58,111,73,164,0,61
Cerise,24.6,27.9,44,121,62,165,0,61
Cœur de Bœuf,26.4,25.3,44,129,81,142,0,51
Marmande,21.7,25.8,88,103,92,156,0,75
Marmande,26.7,27.8,70,91,82,169,0,53
Cœur de Bœuf,20.1,19.1,83,124,66,131,0,79
Noire de Crimée,21.3,24.7,46,96,79,157,1,83
Noire de Crimée,19.5,25.7,54,92,66,163,0,86
Marmande,24.2,27.3,52,104,76,150,0,69
Marmande,22.2,27.0,51,132,91,135,0,51
Marmande,24.1,26.6,58,123,74,168,0,94
Cerise,25.6,27.5,52,111,72,155,0,84
Marmande,23.5,23.8,66,107,62,165,1,64
Cerise,24.3,19.1,77,135,84,169,1,97
Cœur de Bœuf,27.4,19.1,72,107,91,147,1,63
Noire de Crimée,21.0,23.9,45,123,75,168,0,85
Marmande,21.6,22.9,52,125,60,134,1,98
Noire de Crimée,25.2,23.1,52,135,62,155,0,79
Noire de Crimée,24.1,22.6,52,128,79,140,0,93
Marmande,19.8,27.3,59,136,87,145,0,76
Marmande,21.8,22.2,75,127,81,148,0,51
Cœur de Bœuf,22.7,26.7,76,126,95,134,0,70
Cerise,22.2,27.1,84,107,60,136,0,63
Cerise,19.8,23.5,48,132,73,132,0,76
Noire de Crimée,27.2,23.0,56,129,74,154,0,70
Marmande,25.6,25.8,74,118,91,139,0,72
Cœur de Bœuf,22.8,25.4,57,101,77,134,0,84
Cœur de Bœuf,24.8,22.0,64,107,97,161,1,97
Cœur de Bœuf,27.0,19.9,54,120,81,161,0,57
Cœur de Bœuf,19.4,21.4,62,104,75,134,0,61
Cœur de Bœuf,20.5,20.2,40,129,70,148,0,77
Cerise,23.4,21.7,80,119,66,141,0,90
Cerise,26.0,21.4,77,125,68,160,1,82
Cerise,18.4,24.7,57,117,60,146,0,82
Marmande,27.8,27.6,40,104,67,151,0,58
Noire de Crimée,22.5,25.2,78,132,70,151,1,64
Cœur de Bœuf,21.6,27.3,49,122,64,155,0,59
Marmande,20.9,26.1,70,91,88,160,0,98
Cœur de Bœuf,19.7,25.6,77,97,65,135,0,51
Cerise,25.9,22.7,46,137,71,141,1,52
Marmande,27.6,21.9,77,122,98,156,0,72
Cerise,22.1,26.6,47,124,66,146,0,59
Cœur de Bœuf,27.5,27.1,73,107,71,139,0,68
Cœur de Bœuf,26.2,23.1,48,115,92,134,0,90
Noire de Crimée,22.8,19.1,64,137,78,133,0,67
Cœur de Bœuf,24.7,26.1,66,110,95,168,1,84
Cerise,22.3,21.6,80,117,78,144,0,90
Cœur de Bœuf,23.6,19.1,46,109,80,131,0,92
Noire de Crimée,18.6,26.2,71,134,78,137,0,58
Noire de Crimée,25.0,23.7,48,109,68,145,1,80
Cerise,18.5,25.2,56,93,81,149,0,79
Marmande,26.2,27.2,74,125,78,153,0,86
Cœur de Bœuf,26.2,23.9,87,123,96,164,0,99
Noire de Crimée,20.4,23.5,55,134,70,146,0,61
Cœur de Bœuf,21.2,21.6,41,102,84,134,1,66
Cœur de Bœuf,22.8,21.7,82,120,94,143,1,76
Marmande,24.0,26.2,70,128,64,143,1,70
Noire de Crimée,20.9,23.0,55,96,90,160,1,98
Cœur de Bœuf,23.9,20.5,86,106,73,149,0,97
Noire de Crimée,21.0,19.9,72,131,72,142,1,76
Cerise,18.6,23.3,60,101,93,138,1,63
Cerise,18.0,23.2,56,119,93,163,0,90
Cœur de Bœuf,19.0,24.9,74,137,77,141,0,62
Noire de Crimée,25.9,23.2,46,123,65,169,0,52
Cœur de Bœuf,27.6,20.3,68,111,80,145,1,73
Noire de Crimée,22.3,23.6,50,110,99,130,0,81
Noire de Crimée,23.1,27.2,69,98,64,145,1,86
Marmande,19.5,20.4,57,101,61,135,0,57
Marmande,23.5,25.2,85,106,65,149,0,84
Marmande,19.4,24.3,55,105,67,135,0,72
Cœur de Bœuf,24.1,25.7,45,94,61,164,0,65
Marmande,27.3,20.4,41,108,82,132,1,85
Marmande,20.0,27.5,82,117,79,150,0,58
Cerise,25.6,24.6,82,106,63,136,0,88
Noire de Crimée,18.2,26.6,49,111,74,143,0,67
Noire de Crimée,21.8,21.2,43,124,89,159,0,98
Marmande,19.1,25.7,88,138,79,151,1,80
Noire de Crimée,21.5,26.0,49,104,83,143,0,87
Cerise,19.7,22.6,48,108,68,154,0,91
Cerise,21.7,22.5,84,136,80,132,1,86
Marmande,22.2,24.9,82,139,97,134,1,96
Cerise,21.0,19.8,81,115,72,134,1,83
Noire de Crimée,24.6,25.6,63,133,64,138,1,96
Cœur de Bœuf,27.2,19.4,44,133,73,167,0,90
Noire de Crimée,22.0,20.7,74,124,66,166,1,55
Cœur de Bœuf,19.9,25.0,43,132,65,133,0,85
Marmande,20.7,19.9,74,112,71,149,0,63
Cœur de Bœuf,26.5,27.7,81,99,75,150,0,90
Cerise,23.7,26.8,52,111,91,153,0,73
Noire de Crimée,22.6,24.6,76,136,70,136,0,82
Cœur de Bœuf,19.5,26.4,71,100,63,137,0,91
Noire de Crimée,22.5,27.0,84,115,88,140,0,99
Marmande,20.8,21.3,40,90,93,138,0,68
Marmande,27.4,26.6,50,125,68,135,1,78
Cerise,26.8,20.8,65,110,69,169,0,55
Marmande,18.8,22.7,42,97,67,146,1,52
Cœur de Bœuf,23.2,24.0,88,109,95,142,0,67
Marmande,20.3,25.4,52,134,91,146,0,70
Cerise,22.1,19.3,71,106,65,131,0,78
Noire de Crimée,26.8,21.6,87,104,65,159,1,91
Noire de Crimée,23.3,24.5,89,110,86,161,0,85
Marmande,21.3,22.2,62,90,61,165,0,80
Cœur de Bœuf,20.1,26.0,62,92,68,136,0,57
Cerise,26.0,24.9,69,120,97,145,1,81
Cœur de Bœuf,24.2,21.1,45,120,64,148,0,65
Cerise,22.7,20.3,46,110,93,144,0,71
Marmande,20.2,24.7,86,112,73,143,0,51
Cerise,21.3,23.1,69,106,69,136,1,64
Cerise,27.6,20.5,76,111,66,162,0,89
Marmande,23.2,21.9,87,111,79,163,0,66
Cœur de Bœuf,22.0,21.7,71,125,70,153,0,62
Marmande,23.2,20.0,45,97,72,164,1,84
Cerise,25.8,23.9,74,136,76,150,1,74
Marmande,21.4,25.9,71,97,96,153,0,59
Cerise,19.8,24.2,51,103,95,166,0,94
Marmande,23.8,26.4,43,127,92,145,1,60
Noire de Crimée,24.7,20.1,71,113,69,146,1,82
Noire de Crimée,25.1,22.9,74,111,93,158,0,63
Marmande,26.8,24.5,87,104,72,147,0,83
Cœur de Bœuf,21.7,25.1,55,109,84,140,0,71
Cerise,18.8,25.3,54,116,92,132,1,93
Noire de Crimée,27.6,25.6,80,117,69,147,0,53
Cœur de Bœuf,22.4,24.9,41,111,83,145,0,93
Cerise,24.2,19.8,45,120,64,130,0,75
Noire de Crimée,24.7,25.3,53,98,69,156,0,50
Noire de Crimée,23.5,25.5,80,112,98,160,0,59
Marmande,20.1,27.9,68,94,86,157,1,85
Cerise,25.6,25.2,81,134,95,169,0,51
Cœur de Bœuf,26.0,25.2,65,128,92,156,1,78
Cœur de Bœuf,23.5,23.6,57,106,87,138,1,74
Cœur de Bœuf,22.9,26.8,86,129,99,167,0,72
Cerise,19.1,28.0,43,94,62,165,0,79
Cœur de Bœuf,18.8,26.0,76,96,90,156,0,74
Cœur de Bœuf,21.4,24.5,77,97,88,155,0,62
Cœur de Bœuf,21.1,19.7,64,96,80,156,0,89
Marmande,27.5,25.5,86,111,91,133,0,83
Marmande,25.8,25.4,68,133,87,167,1,84
Cerise,24.6,26.0,73,127,80,141,1,64
Cerise,23.2,20.1,55,110,94,144,1,88
Cœur de Bœuf,19.7,24.9,76,93,89,159,0,91
Marmande,27.8,21.7,69,121,76,143,0,69
Noire de Crimée,21.8,25.8,62,118,88,137,0,92
Noire de Crimée,19.1,21.2,75,119,61,157,1,71
Cœur de Bœuf,22.9,25.2,67,92,92,160,0,74
Cœur de Bœuf,26.7,21.7,40,94,63,131,0,63
Marmande,26.9,19.1,47,108,98,144,0,68
Marmande,18.1,24.7,81,97,84,169,0,95
Marmande,26.9,20.0,54,126,64,137,0,71
Cerise,20.7,24.9,73,120,63,134,1,72
Cerise,18.4,27.3,58,116,88,133,0,50
Cœur de Bœuf,26.5,27.7,83,102,96,141,1,88
Cerise,26.6,21.1,69,131,67,139,0,79
Marmande,24.0,26.3,49,95,79,133,0,54
Marmande,23.7,22.2,83,90,65,139,1,79
Cerise,26.1,27.1,66,119,95,158,0,56
Noire de Crimée,25.9,26.1,59,100,91,157,1,62
Cœur de Bœuf,26.9,19.7,64,130,64,158,0,80
Noire de Crimée,23.5,22.7,48,120,99,148,0,56
Cœur de Bœuf,27.7,22.0,79,105,79,142,0,78
Noire de Crimée,28.0,26.1,73,104,63,163,1,74
Cerise,19.2,22.7,60,94,98,149,1,62
Cœur de Bœuf,26.5,25.2,63,104,81,147,0,97
Cœur de Bœuf,23.0,24.4,46,90,92,165,1,64
Cœur de Bœuf,21.9,27.8,43,104,90,130,1,79
Marmande,24.1,27.4,47,125,88,155,0,56
Marmande,18.6,22.8,52,137,64,132,0,54
Noire de Crimée,23.1,25.5,60,128,69,132,0,63
Cerise,26.7,26.5,74,97,70,150,1,79
Marmande,20.1,27.1,44,111,96,147,0,72
Cœur de Bœuf,22.3,19.6,47,116,81,160,1,65
Marmande,27.4,21.7,41,123,83,165,1,73
Cerise,22.3,21.9,63,119,80,160,1,92
Marmande,21.6,22.9,81,101,95,137,0,70
Cœur de Bœuf,22.4,20.5,55,91,75,154,0,92
Noire de Crimée,23.2,23.5,43,135,61,149,1,79
Cœur de Bœuf,24.3,25.0,69,127,74,140,0,61
Cerise,26.0,23.5,85,111,85,169,1,94
Noire de Crimée,22.5,25.0,69,106,89,130,0,89
Marmande,26.2,19.6,74,124,61,150,1,79
Marmande,23.3,26.9,81,131,88,146,0,87
Marmande,21.4,27.5,52,134,65,157,0,71
Noire de Crimée,24.6,24.6,76,112,60,147,0,51
Cœur de Bœuf,25.2,26.9,88,118,99,158,1,72
Noire de Crimée,23.6,20.2,88,118,70,139,1,91
Noire de Crimée,18.6,26.2,50,139,82,138,0,72
Cerise,19.7,20.1,58,108,85,163,1,71
Noire de Crimée,20.9,22.7,57,106,90,149,0,79
Marmande,20.8,21.9,56,97,74,160,1,76
Cœur de Bœuf,24.7,24.3,50,139,68,132,1,83
Cœur de Bœuf,18.2,21.7,54,96,93,130,0,60
Cœur de Bœuf,25.6,24.7,47,100,98,162,1,78
Marmande,20.7,22.3,83,92,76,137,0,86
Marmande,21.1,26.7,68,91,94,147,0,55
Marmande,23.3,24.7,56,108,95,159,1,65
Marmande,20.2,20.9,65,117,62,162,0,69
Marmande,26.8,22.0,44,117,99,151,1,59
Noire de Crimée,18.9,26.6,43,114,70,146,0,95
Marmande,22.4,22.5,63,100,87,138,1,87
Marmande,26.5,23.8,50,129,87,151,0,86
Marmande,24.2,24.8,69,132,78,139,0,59
Marmande,20.9,22.1,79,91,61,162,1,93
Cœur de Bœuf,22.2,21.6,87,101,91,168,0,74
Marmande,25.1,23.3,87,130,70,132,1,71
Noire de Crimée,27.7,20.9,74,127,75,146,1,81
Noire de Crimée,26.9,21.6,83,101,70,138,0,66
Noire de Crimée,21.4,19.6,84,139,62,169,0,75
Cerise,28.0,21.7,72,114,88,165,0,65
Cœur de Bœuf,18.0,21.9,75,126,64,148,1,59
Marmande,18.3,27.7,60,120,87,163,0,66
Cerise,26.2,24.3,77,106,90,131,0,51
Marmande,20.0,26.1,44,137,72,156,0,51
Cerise,18.6,19.4,44,101,84,148,0,78
Cerise,20.4,20.0,60,119,65,162,0,95
Noire de Crimée,22.3,26.3,64,91,62,155,1,53
Noire de Crimée,25.3,24.6,49,105,81,163,0,79
Cerise,24.2,20.7,58,90,98,157,0,61
Noire de Crimée,20.4,22.6,71,123,91,145,0,83
Cerise,23.0,23.8,57,134,89,151,0,63
Cœur de Bœuf,27.3,26.6,73,137,66,157,0,73
Noire de Crimée,26.2,19.5,87,90,84,143,1,73
Noire de Crimée,21.2,24.4,54,125,61,135,0,67
Noire de Crimée,27.8,25.5,63,92,67,140,0,74
Cœur de Bœuf,25.1,27.8,44,123,92,149,1,74
Cerise,18.6,26.3,71,101,87,165,0,90
Marmande,18.4,21.5,48,134,69,145,1,74
Noire de Crimée,19.7,25.4,44,116,97,135,0,77
Cerise,25.3,25.9,44,139,77,137,0,79
Cœur de Bœuf,19.8,25.6,80,126,72,165,0,74
Marmande,23.1,26.4,80,114,80,133,1,73
Noire de Crimée,18.9,27.1,73,101,92,163,0,89
Cœur de Bœuf,27.2,19.9,46,122,82,149,0,88
Cœur de Bœuf,21.4,19.9,65,98,60,153,0,62
Marmande,27.1,26.2,40,90,99,132,0,51
Cerise,27.4,21.3,73,139,80,157,0,83
Noire de Crimée,18.1,19.5,65,112,64,159,1,65
Noire de Crimée,22.6,22.6,71,117,94,158,1,97
Cerise,18.2,26.4,51,92,77,150,1,73
Cerise,27.1,20.1,45,127,97,156,0,99
Cerise,23.2,25.0,59,125,95,154,0,51
Marmande,18.7,19.0,58,133,88,132,0,78
Marmande,19.1,20.0,55,133,85,130,0,88
Noire de Crimée,21.8,22.2,43,94,95,152,0,88
Marmande,27.4,19.8,71,118,97,134,1,66
Cœur de Bœuf,24.9,26.6,57,102,77,160,0,72
Noire de Crimée,26.7,26.8,44,133,88,154,0,61
Marmande,21.7,25.8,89,93,90,164,1,62
Cerise,18.4,21.2,45,95,72,130,0,54
Cœur de Bœuf,27.7,23.7,53,127,89,144,0,64
Cerise,18.2,20.7,88,95,66,168,0,51
Noire de Crimée,27.5,21.5,57,100,99,153,0,55
Cerise,21.7,23.6,49,116,65,163,0,85
Marmande,18.1,25.6,62,135,61,147,0,72
Marmande,24.9,19.9,57,124,67,154,0,62
Noire de Crimée,27.8,21.7,43,129,69,165,0,51
Cerise,27.7,27.3,71,93,81,130,0,54
Noire de Crimée,19.6,22.9,86,116,69,138,1,89
Cerise,19.8,27.4,45,105,94,160,0,65
Cœur de Bœuf,23.7,27.9,65,107,78,151,0,88
Marmande,24.4,23.7,45,96,63,167,1,84
Noire de Crimée,25.4,21.6,74,100,78,131,0,90
Cœur de Bœuf,19.8,26.1,80,97,79,149,1,94
Cœur de Bœuf,27.6,20.4,82,95,63,152,0,83
Noire de Crimée,24.4,21.3,44,137,85,141,1,68
Noire de Crimée,26.5,26.1,53,94,62,139,0,92
Cœur de Bœuf,23.4,22.9,41,95,89,161,0,75
Cerise,22.1,20.8,79,127,95,134,0,91
Cœur de Bœuf,27.8,24.9,52,91,65,158,1,92
Noire de Crimée,23.8,25.6,44,120,98,162,0,66
Cœur de Bœuf,26.7,20.1,86,128,86,152,0,98
Cerise,27.5,21.5,75,121,75,165,0,84
Marmande,24.8,21.0,75,98,75,142,1,61
Marmande,23.5,22.4,89,104,95,131,0,84
Cœur de Bœuf,18.0,25.9,58,110,93,140,0,86
Cerise,18.4,25.4,59,135,98,157,0,55
Marmande,20.0,25.0,61,117,83,154,1,59
Cœur de Bœuf,19.9,19.1,70,134,98,165,0,92
Cœur de Bœuf,20.5,20.3,80,116,65,147,0,72
Cerise,21.0,21.0,86,94,79,168,0,68
Noire de Crimée,21.6,21.4,83,106,68,138,1,92
Cœur de Bœuf,22.2,20.3,43,126,80,131,0,57
Noire de Crimée,19.0,22.7,42,113,70,165,0,58
Noire de Crimée,18.4,19.7,76,120,89,146,1,52
Marmande,24.7,25.8,64,124,60,162,1,82
Noire de Crimée,23.4,26.1,88,130,86,164,0,51
Cerise,22.4,24.2,76,130,65,162,1,83
Marmande,24.3,19.8,43,93,66,161,1,84
Marmande,26.3,27.0,78,109,81,149,0,67
Marmande,22.3,27.7,46,132,93,159,0,76
Cœur de Bœuf,24.4,20.8,46,106,79,151,1,98
Cœur de Bœuf,27.5,25.3,88,135,74,154,0,93
Noire de Crimée,26.4,26.6,64,99,68,140,0,76
Marmande,22.3,23.9,54,126,77,163,1,87
Marmande,24.4,21.9,46,110,95,157,1,88
Cerise,19.8,23.3,86,110,89,164,1,66
Noire de Crimée,23.6,23.6,43,138,70,133,1,58
Cerise,27.8,22.6,73,105,92,138,0,81
Noire de Crimée,23.2,27.4,84,122,99,151,0,72
Noire de Crimée,27.3,25.7,83,99,65,154,0,93
Cœur de Bœuf,22.1,21.2,81,133,98,150,1,63
Cœur de Bœuf,28.0,24.3,58,107,81,154,1,60
Cerise,23.8,25.2,86,122,98,146,1,53
Noire de Crimée,18.4,20.3,88,118,78,144,0,87
Marmande,23.9,22.2,77,120,81,136,0,97
Cœur de Bœuf,20.7,27.1,66,113,90,161,0,65
Marmande,18.3,24.1,44,101,84,137,0,85
Cerise,26.2,21.0,52,109,89,132,1,74
Cœur de Bœuf,20.8,20.1,85,95,63,162,0,54
Cœur de Bœuf,26.0,23.7,53,97,85,165,0,59
Noire de Crimée,20.9,23.9,69,103,66,146,0,54
Cerise,19.9,22.0,86,94,99,130,0,90
Noire de Crimée,27.7,24.7,87,125,71,165,1,67
Cœur de Bœuf,21.6,19.6,49,137,60,169,0,72
Cerise,24.0,20.3,71,127,65,146,0,87
Cœur de Bœuf,24.1,23.9,40,92,60,166,0,63
Cerise,23.6,19.6,63,125,67,154,1,72
Cœur de Bœuf,27.1,26.9,68,111,92,154,0,97
Marmande,24.7,20.3,82,97,63,142,0,84
Marmande,22.0,25.1,46,103,99,142,0,82
Noire de Crimée,26.6,22.5,70,96,65,141,0,87
Marmande,19.8,22.6,56,93,62,161,1,50
Cœur de Bœuf,23.4,25.9,69,108,74,164,1,55
Cœur de Bœuf,27.5,23.5,64,132,65,157,0,70
Marmande,24.3,25.5,67,136,65,149,0,76
Noire de Crimée,26.2,23.5,75,113,96,157,0,54
Marmande,24.5,24.3,46,105,86,160,1,76
Cerise,26.4,25.8,74,95,64,153,0,93
Cerise,27.4,24.5,59,133,98,140,0,55
