Soil_Type,PH_Level,Organic_Matter,Nitrogen_N,Phosphorus_P,Potassium_K,Moisture_Content,Compaction_Index,Conductivity,Soil_Quality_Score
Black,4.6,1.1,174,59,41,63,5,1.6,21
Sandy,8.3,2.7,80,145,194,87,3,0.6,3
Loamy,6.5,3.0,192,78,261,48,4,4.1,43
Clayey,5.9,1.8,108,139,85,60,1,1.9,48
Black,8.2,5.4,21,144,113,29,4,1.7,16
Sandy,4.6,2.7,61,65,232,73,2,0.2,10
Loamy,6.8,2.9,194,134,260,20,5,3.7,21
Clayey,6.7,7.3,55,30,129,61,3,1.4,29
Black,5.4,4.3,113,73,66,63,2,2.2,56
Sandy,6.2,3.7,53,66,175,78,5,4.5,0
Loamy,7.1,6.1,161,120,99,16,2,0.7,53
Clayey,7.4,7.4,18,119,64,21,4,0.3,10
Black,4.5,1.2,149,143,214,11,3,2.8,20
Sandy,8.2,4.1,109,106,256,30,4,3.5,10
Loamy,5.2,5.3,146,46,230,78,4,2.7,43
Clayey,5.4,3.2,112,14,287,85,5,1.8,19
Black,5.6,6.4,119,127,102,45,3,1.9,53
Sandy,4.7,7.8,125,23,132,30,3,0.8,23
Loamy,5.0,7.6,31,8,286,62,4,1.6,49
Clayey,8.4,2.9,154,7,150,28,3,3.8,0
Black,5.8,2.6,170,146,75,12,1,2.5,50
Sandy,5.0,7.7,184,14,257,69,3,4.5,15
Loamy,4.9,4.2,97,10,45,82,4,0.9,28
Clayey,7.4,2.5,152,35,264,43,1,2.3,44
Black,7.9,5.9,42,35,228,38,1,3.5,35
Sandy,5.5,3.0,24,13,202,83,5,1.4,2
Loamy,4.6,2.9,36,112,226,66,4,1.4,32
Clayey,5.4,7.2,198,128,223,82,3,0.6,35
Black,4.7,2.1,121,134,227,49,1,4.5,26
Sandy,4.9,1.5,91,8,91,59,4,0.9,2
Loamy,6.2,2.9,57,10,166,84,5,4.9,7
Clayey,5.4,5.2,17,34,223,28,2,2.3,24
Black,6.6,1.9,143,65,152,31,2,4.9,23
Sandy,5.5,4.3,127,81,97,60,3,0.3,33
Loamy,8.3,5.4,93,114,116,58,2,2.9,39
Clayey,8.1,6.9,11,40,182,61,1,3.5,14
Black,6.8,2.6,159,137,215,31,1,2.6,56
Sandy,5.9,6.7,127,104,135,71,4,2.9,19
Loamy,6.0,2.6,30,144,180,69,3,2.7,45
Clayey,6.1,5.7,143,126,274,89,4,0.8,40
Black,7.4,4.0,132,63,89,16,4,2.7,28
Sandy,6.3,1.8,105,114,221,62,3,2.8,32
Loamy,7.9,6.0,22,134,55,40,4,1.8,31
Clayey,8.3,2.5,10,18,237,13,2,3.1,0
Black,5.8,2.2,159,142,216,16,5,2.1,40
Sandy,6.7,3.5,126,68,211,12,4,3.8,2
Loamy,4.9,5.6,161,135,296,34,1,0.3,65
Clayey,5.3,2.6,73,76,105,43,1,0.1,33
Black,6.2,2.3,178,25,41,42,2,2.7,52
Sandy,5.3,1.1,159,98,153,47,4,4.9,0
Loamy,8.0,4.3,70,83,180,13,4,2.3,26
Clayey,5.1,4.0,117,24,62,57,3,0.2,35
Black,6.3,2.6,21,62,60,83,4,1.7,28
Sandy,6.9,1.4,99,46,299,70,4,2.4,15
Loamy,7.3,4.0,141,98,202,74,1,4.5,37
Clayey,6.0,6.5,92,142,271,80,3,0.7,40
Black,8.0,6.0,137,92,59,87,4,4.6,2
Sandy,6.8,7.0,149,144,106,70,2,4.7,11
Loamy,6.3,1.1,42,13,244,10,4,3.2,26
Clayey,4.8,7.8,158,83,157,15,3,1.2,22
Black,6.4,3.4,137,86,157,83,2,2.7,50
Sandy,7.8,7.9,109,7,83,30,2,4.1,7
Loamy,7.0,2.8,115,140,136,76,2,1.9,46
Clayey,7.8,4.3,81,43,117,37,1,4.5,7
Black,6.5,3.5,83,68,165,75,1,0.5,56
Sandy,5.0,3.5,105,35,104,36,2,1.6,33
Loamy,4.6,6.9,101,115,70,41,1,5.0,28
Clayey,5.7,6.2,83,127,114,21,2,3.0,17
Black,7.3,7.9,81,100,297,74,2,3.0,39
Sandy,7.7,5.3,189,9,28,55,5,1.3,13
Loamy,5.7,4.2,184,62,108,49,1,4.3,45
Clayey,6.5,1.6,68,109,108,18,5,2.2,7
Black,6.2,8.0,184,67,238,71,2,4.0,45
Sandy,6.1,4.9,65,65,180,25,2,4.1,13
Loamy,5.4,5.9,22,56,62,77,5,1.0,26
Clayey,5.0,3.8,181,112,265,49,3,2.6,35
Black,5.3,4.8,44,105,277,44,2,2.0,55
Sandy,4.7,7.6,128,37,178,69,1,0.9,37
Loamy,5.3,2.2,124,26,151,79,4,0.7,38
Clayey,4.5,3.0,166,55,66,12,4,0.3,7
Black,7.0,2.1,65,15,108,62,4,3.5,16
Sandy,5.8,6.5,142,131,64,68,5,3.9,14
Loamy,8.4,1.4,62,54,213,45,2,2.4,37
Clayey,5.3,1.6,110,21,25,75,3,2.9,8
Black,5.9,3.1,129,48,282,46,1,1.4,74
Sandy,5.9,4.6,69,137,215,88,4,3.6,11
Loamy,4.5,3.8,114,43,37,53,4,3.0,29
Clayey,7.9,1.3,143,141,126,73,1,4.4,0
Black,4.6,7.7,185,27,88,60,4,3.8,20
Sandy,8.3,7.7,115,35,44,15,5,0.2,3
Loamy,8.1,3.0,89,88,75,78,2,4.1,10
Clayey,6.6,6.1,172,27,20,30,2,0.2,43
Black,6.7,5.1,155,62,202,66,3,4.1,39
Sandy,7.1,2.7,20,92,73,37,5,4.9,0
Loamy,6.0,2.8,60,146,100,33,3,2.5,47
Clayey,7.1,4.4,130,29,179,84,4,1.2,27
Black,4.7,3.9,32,50,245,72,2,0.1,30
Sandy,4.7,3.0,56,145,283,31,3,0.8,15
Loamy,6.3,6.7,84,66,128,43,3,2.6,56
Clayey,6.7,4.4,196,23,63,46,5,4.1,7
Black,8.1,5.6,194,144,220,50,4,4.4,20
Sandy,4.9,2.3,102,116,166,88,1,3.4,4
Loamy,7.8,4.7,136,94,218,52,5,0.5,45
Clayey,5.3,3.2,65,52,253,31,5,5.0,0
Black,6.1,4.7,164,138,203,24,4,3.8,37
Sandy,5.8,6.5,82,127,54,30,1,2.2,45
Loamy,6.1,6.4,172,121,228,61,5,4.1,44
Clayey,5.1,3.5,192,85,82,13,3,3.0,13
Black,6.5,5.9,146,104,101,56,3,3.1,52
Sandy,7.7,7.6,27,77,282,27,3,4.9,0
Loamy,6.3,5.4,53,32,274,80,3,4.0,36
Clayey,6.5,2.0,158,15,58,89,1,1.4,39
Black,7.9,5.8,65,91,42,44,4,1.0,30
Sandy,7.3,1.7,185,105,103,85,4,0.9,8
Loamy,6.5,7.1,109,40,225,16,1,2.3,72
Clayey,5.5,4.6,10,104,114,50,4,2.0,19
Black,8.0,3.7,164,123,82,19,3,2.3,26
Sandy,6.8,1.4,54,102,156,71,1,0.4,17
Loamy,5.4,3.7,72,92,170,74,3,1.1,41
Clayey,5.6,7.3,67,40,136,21,4,4.0,0
Black,7.7,1.1,177,62,210,37,5,3.8,10
Sandy,4.7,4.3,72,32,221,67,1,2.0,33
Loamy,8.5,7.5,47,43,269,65,2,2.0,50
Clayey,5.0,3.8,38,70,106,27,2,4.4,0
Black,7.7,4.0,49,9,93,74,3,1.0,20
Sandy,6.1,5.0,156,145,56,66,4,1.9,38
Loamy,6.5,4.2,97,13,144,59,3,3.8,45
Clayey,8.0,2.2,65,107,185,54,2,2.9,11
Black,6.2,1.1,53,61,20,71,1,0.4,42
Sandy,6.6,5.3,109,31,90,74,3,0.2,23
Loamy,4.7,7.4,150,107,127,64,4,0.2,43
Clayey,4.5,1.7,167,86,105,47,2,3.3,10
Black,5.5,2.5,58,89,200,13,1,3.2,28
Sandy,7.2,3.6,124,69,44,24,3,0.3,18
Loamy,5.0,6.7,84,91,170,30,1,0.7,66
Clayey,5.0,2.9,172,38,284,30,5,3.6,12
Black,6.1,7.2,148,104,222,60,2,1.6,75
Sandy,7.1,1.4,58,140,70,87,3,5.0,0
Loamy,7.3,7.6,116,98,239,44,1,1.6,75
Clayey,5.2,4.9,120,52,76,13,3,1.7,28
Black,4.8,5.6,124,104,101,41,4,2.2,36
Sandy,8.3,3.6,177,86,183,21,4,4.2,0
Loamy,5.5,6.5,30,121,288,63,3,2.8,45
Clayey,7.9,2.2,56,15,202,39,2,4.3,0
Black,8.0,1.3,12,56,199,18,3,2.2,10
Sandy,7.6,3.8,167,35,105,28,3,3.1,0
Loamy,5.2,7.0,136,28,130,89,3,0.1,48
Clayey,7.8,6.3,76,100,177,39,3,2.9,16
Black,7.6,4.6,71,125,64,74,2,0.5,31
Sandy,6.9,5.0,174,76,57,54,5,1.0,23
Loamy,5.8,1.9,159,101,39,32,5,5.0,18
Clayey,5.6,6.9,40,119,116,85,1,3.2,15
Black,5.0,6.5,55,68,78,14,2,4.4,14
Sandy,6.5,5.6,54,131,243,76,2,0.4,36
Loamy,6.8,4.3,23,121,208,75,2,2.0,48
Clayey,5.9,7.8,130,43,78,52,4,4.3,20
Black,6.4,7.2,149,133,27,11,2,2.1,57
Sandy,6.0,5.5,128,101,121,57,4,1.3,38
Loamy,7.1,3.6,86,81,40,67,5,2.5,32
Clayey,8.1,5.3,97,9,235,49,5,2.4,16
Black,5.2,5.0,175,144,250,62,4,5.0,25
Sandy,6.0,3.8,126,7,255,68,3,1.8,46
Loamy,5.1,3.1,184,65,170,77,5,4.8,8
Clayey,7.0,3.8,133,115,87,72,3,4.6,0
Black,7.4,5.0,63,79,65,45,1,2.3,52
Sandy,8.2,4.0,192,134,241,49,4,4.7,0
Loamy,5.6,2.8,57,33,259,15,1,3.7,32
Clayey,8.3,6.3,110,45,175,23,4,4.4,0
Black,4.8,4.7,24,33,114,88,1,4.5,6
Sandy,6.9,1.5,122,104,116,42,1,0.5,32
Loamy,4.7,3.6,25,68,102,28,2,4.5,1
Clayey,8.1,7.2,180,62,264,85,5,2.5,10
Black,6.6,6.3,144,142,82,52,4,3.2,36
Sandy,7.2,3.3,52,15,29,63,5,1.6,8
Loamy,7.8,7.6,37,139,108,82,2,3.3,19
Clayey,5.1,1.5,75,81,184,70,5,0.2,14
Black,4.7,7.7,107,112,234,22,4,1.9,35
Sandy,8.0,2.7,69,98,91,51,2,3.2,1
Loamy,5.8,1.1,137,90,227,27,3,1.1,53
Clayey,5.0,4.0,140,69,158,81,2,3.4,20
Black,6.4,3.5,138,31,265,74,4,4.2,28
Sandy,6.9,4.8,168,139,148,57,1,0.3,43
Loamy,4.6,6.6,65,69,119,45,5,3.1,19
Clayey,5.6,6.9,93,62,30,54,1,2.9,34
Black,4.6,3.8,183,29,195,19,3,3.9,14
Sandy,6.2,4.0,41,52,169,18,1,3.5,19
Loamy,8.1,2.0,90,8,94,55,5,2.3,20
Clayey,8.4,1.3,27,140,118,26,1,1.8,4
Black,7.0,5.5,44,119,284,76,2,4.9,15
Sandy,5.1,1.5,113,8,262,42,4,2.6,18
Loamy,8.1,6.1,109,140,102,74,1,2.1,47
Clayey,6.6,4.8,32,94,89,29,4,5.0,0
Black,5.1,2.4,150,20,247,75,4,1.0,37
Sandy,8.2,4.8,151,133,191,25,4,1.0,12
Loamy,7.5,2.3,174,105,150,82,2,4.9,15
Clayey,7.4,4.1,14,116,29,23,4,3.3,0
Black,7.3,6.6,159,49,75,10,1,2.6,47
Sandy,5.3,4.2,37,67,52,44,4,0.4,17
Loamy,5.3,2.0,141,98,263,10,2,1.8,51
Clayey,7.3,6.1,59,138,245,52,4,2.2,29
Black,5.4,2.3,111,40,247,78,1,2.6,45
Sandy,6.3,6.2,38,125,264,84,2,2.2,32
Loamy,7.6,4.4,46,107,122,64,3,2.2,36
Clayey,7.6,4.2,172,70,216,25,3,5.0,0
Black,6.3,7.0,157,123,228,76,1,4.9,41
Sandy,7.7,6.0,172,12,211,72,5,0.5,10
Loamy,7.9,1.2,139,31,146,81,4,0.9,21
Clayey,7.1,3.1,125,38,29,31,5,4.7,0
Black,5.4,7.1,67,32,85,65,2,1.7,50
Sandy,5.6,1.1,155,149,177,61,4,3.1,9
Loamy,5.8,4.8,115,112,275,36,5,4.0,45
Clayey,5.0,6.1,65,127,54,73,1,2.4,26
Black,5.6,5.4,131,13,186,54,2,0.2,62
Sandy,5.3,6.3,112,61,41,76,4,4.2,0
Loamy,6.3,6.1,132,49,86,35,3,3.8,50
Clayey,8.1,5.8,189,138,217,22,4,0.3,20
Black,4.9,6.8,31,146,119,39,2,4.5,12
Sandy,7.4,5.5,69,15,214,87,3,4.3,0
Loamy,7.2,3.8,147,73,119,39,1,1.4,64
Clayey,4.9,4.3,93,99,94,53,4,0.5,18
Black,8.2,6.0,137,134,36,57,5,2.1,32
Sandy,6.8,7.1,89,107,166,18,5,4.4,0
Loamy,6.0,2.9,143,21,269,57,1,2.5,73
Clayey,7.5,3.4,90,114,274,65,2,1.5,39
Black,5.5,7.5,15,40,207,77,1,1.2,47
Sandy,7.3,5.0,95,135,259,15,2,1.8,30
Loamy,4.7,2.3,91,47,195,74,3,5.0,0
Clayey,7.9,5.6,165,97,51,76,2,4.4,0
Black,6.3,7.9,51,37,141,30,3,2.8,46
Sandy,7.0,6.8,83,106,47,87,4,4.1,0
Loamy,5.4,6.2,50,33,208,39,4,1.6,50
Clayey,7.2,2.5,72,85,159,66,1,3.1,26
Black,7.6,7.1,31,79,290,64,1,4.4,24
Sandy,6.4,4.7,88,113,288,11,4,1.9,29
Loamy,7.0,7.2,166,108,205,57,5,4.0,35
Clayey,6.3,3.3,80,76,129,31,3,3.1,24
Black,8.1,1.4,123,29,274,22,4,3.1,13
Sandy,6.5,4.3,43,139,54,52,5,0.3,23
Loamy,7.9,2.9,105,125,241,84,2,4.5,18
Clayey,7.7,6.0,139,79,129,83,4,3.9,0
Black,6.1,7.7,163,71,280,58,5,0.3,60
Sandy,5.4,5.8,118,108,21,46,4,3.1,17
Loamy,6.1,7.2,84,123,253,44,2,3.8,56
Clayey,7.8,4.2,28,74,118,28,2,4.0,0
Black,5.4,6.4,134,61,138,37,3,0.5,53
Sandy,6.6,6.9,29,70,29,66,2,3.2,13
Loamy,7.7,6.0,170,148,92,70,2,1.2,53
Clayey,5.9,4.6,125,62,228,52,3,2.3,52
Black,7.1,5.4,103,121,143,69,4,2.7,41
Sandy,5.5,5.9,91,55,57,19,4,0.2,13
Loamy,4.9,2.8,105,25,113,88,3,1.6,31
Clayey,7.7,6.7,113,83,252,76,4,4.0,0
Black,4.9,7.7,13,60,182,33,4,4.2,7
Sandy,5.6,4.3,169,102,159,83,5,1.7,17
Loamy,7.9,5.9,156,51,261,53,3,2.3,52
Clayey,5.9,6.2,140,122,189,39,3,4.2,30
Black,8.4,5.6,101,88,117,54,1,1.1,53
Sandy,8.4,4.8,70,112,86,69,5,3.7,0
Loamy,5.6,7.2,47,35,123,62,4,2.1,42
Clayey,4.7,4.1,127,19,160,34,1,4.9,12
Black,7.3,1.4,143,66,222,85,5,3.0,19
Sandy,6.3,6.9,65,74,156,13,4,0.8,24
Loamy,4.9,5.7,177,135,282,83,5,0.9,35
Clayey,7.3,6.9,130,91,125,40,2,0.2,43
Black,4.6,2.0,90,62,149,28,4,3.6,0
Sandy,8.0,1.2,115,49,280,11,5,2.3,0
Loamy,5.1,7.5,129,12,132,13,5,0.2,38
Clayey,5.0,2.0,78,131,135,88,1,0.6,22
Black,5.2,6.7,92,70,157,47,5,1.5,42
Sandy,8.3,6.8,51,75,180,42,2,2.2,21
Loamy,7.3,6.0,108,21,127,27,2,4.7,26
Clayey,7.7,1.9,139,75,267,41,5,2.8,7
Black,6.1,5.7,37,101,153,86,4,4.5,16
Sandy,5.8,7.2,126,40,33,89,1,1.3,43
Loamy,5.4,4.0,154,72,97,42,4,1.7,50
Clayey,6.4,3.9,79,112,290,43,5,4.4,10
Black,6.7,4.1,116,25,244,60,2,2.5,60
Sandy,7.0,1.6,132,50,140,72,3,3.0,2
Loamy,5.5,7.2,78,96,242,87,1,2.9,49
Clayey,8.3,7.1,48,111,228,56,4,3.3,7
Black,5.2,8.0,144,128,259,75,2,3.0,45
Sandy,8.4,5.1,169,20,40,22,4,3.5,0
Loamy,4.6,6.3,13,138,112,61,5,0.8,25
Clayey,6.4,2.4,158,49,274,61,4,3.6,26
Black,5.8,5.7,169,149,181,52,1,0.8,77
Sandy,6.3,5.5,91,16,271,70,3,1.8,45
Loamy,6.8,7.3,106,54,284,12,3,4.2,33
Clayey,6.2,6.8,151,63,207,77,5,3.1,24
Black,6.2,7.6,79,108,131,68,1,4.8,38
Sandy,7.4,7.1,55,16,49,63,3,1.3,24
Loamy,7.2,7.1,157,44,292,78,2,4.6,34
Clayey,7.8,1.4,195,97,187,11,4,3.2,0
Black,5.5,6.9,108,134,115,77,5,1.9,33
Sandy,6.9,5.3,89,97,154,53,2,4.0,16
Loamy,6.8,3.7,57,112,57,47,5,4.8,7
Clayey,6.0,1.4,16,89,88,69,1,3.9,15
Black,6.4,5.7,49,78,253,36,5,0.1,50
Sandy,5.8,3.3,68,131,86,24,3,0.2,19
Loamy,5.1,4.3,45,35,75,48,1,0.7,58
Clayey,5.4,5.8,181,109,295,47,5,4.3,12
Black,4.9,7.4,117,102,211,63,2,3.8,37
Sandy,7.2,6.8,40,107,139,72,1,3.2,9
Loamy,7.1,4.2,179,45,30,67,1,3.5,53
Clayey,8.3,3.7,53,16,165,71,5,3.1,0
Black,7.4,2.7,180,75,33,87,5,1.8,26
Sandy,4.7,3.6,52,100,53,27,1,3.6,0
Loamy,8.0,1.8,184,26,223,38,4,4.7,13
Clayey,8.0,7.8,143,60,105,80,4,3.8,0
Black,6.3,5.0,102,20,173,66,3,4.3,44
Sandy,6.8,1.9,95,138,189,33,1,1.3,32
Loamy,8.4,3.5,18,6,186,47,4,1.8,29
Clayey,6.6,4.8,20,66,204,15,2,2.6,21
Black,8.1,4.7,89,127,132,29,1,2.4,33
Sandy,4.8,1.2,118,46,163,51,4,2.4,6
Loamy,5.3,7.7,127,121,230,83,5,3.2,33
Clayey,6.3,2.9,27,121,210,31,2,4.3,18
Black,6.8,1.1,162,47,201,42,3,4.4,24
Sandy,7.8,1.5,106,56,174,55,4,0.8,11
Loamy,8.5,5.1,195,127,211,63,5,0.5,45
Clayey,6.1,2.0,39,60,100,51,2,1.6,33
Black,4.7,1.3,124,71,68,60,2,3.7,19
Sandy,7.7,3.7,10,63,74,77,3,4.0,0
Loamy,6.9,5.4,106,52,86,65,5,2.0,48
Clayey,5.3,1.8,122,39,134,86,4,1.6,13
Black,6.5,3.2,88,140,131,51,1,0.7,61
Sandy,7.5,3.9,38,80,178,22,2,1.3,17
Loamy,7.6,2.1,75,36,126,63,4,0.6,27
Clayey,6.5,4.5,190,49,45,21,1,1.6,48
Black,5.7,1.6,114,89,129,44,4,3.4,23
Sandy,8.4,1.3,28,127,85,18,4,0.7,0
Loamy,7.2,4.6,75,106,224,22,2,1.7,53
Clayey,6.1,2.7,121,31,120,31,2,2.7,39
Black,5.6,1.7,189,123,225,49,4,1.7,45
Sandy,7.4,4.0,168,7,20,45,4,2.3,22
Loamy,5.5,7.4,69,61,243,50,3,2.5,52
Clayey,5.2,6.1,126,125,89,16,1,3.9,19
Black,6.6,6.7,77,5,169,64,5,4.2,18
Sandy,5.7,7.1,102,78,234,84,5,1.0,20
Loamy,7.0,7.8,167,113,161,88,3,1.9,52
Clayey,5.0,6.3,150,136,33,22,4,2.9,14
Black,7.1,5.3,152,75,218,29,4,2.5,40
Sandy,5.6,3.6,157,14,38,67,3,0.5,28
Loamy,4.5,2.3,171,131,169,32,5,1.8,33
Clayey,5.0,5.8,157,19,281,62,2,1.2,50
Black,8.2,8.0,59,23,93,46,2,2.1,38
Sandy,8.0,4.3,98,114,285,29,4,1.8,10
Loamy,5.4,6.1,164,50,164,28,1,3.5,47
Clayey,7.6,4.5,167,22,152,27,5,2.1,11
Black,6.9,4.0,193,110,167,77,1,1.3,54
Sandy,8.4,3.9,108,7,98,70,4,3.1,3
Loamy,6.0,4.5,192,74,234,81,5,3.7,38
Clayey,7.2,3.6,122,26,52,55,2,0.6,38
Black,4.8,6.2,116,59,213,57,2,1.3,55
Sandy,6.1,7.1,33,122,197,29,1,1.1,36
Loamy,8.4,7.2,34,45,220,81,5,1.1,24
Clayey,6.7,2.6,190,114,22,78,4,4.5,0
Black,5.7,7.3,20,121,72,43,3,0.7,40
Sandy,5.0,3.4,103,140,277,16,3,4.4,1
Loamy,7.3,3.2,69,69,140,59,3,2.0,44
Clayey,7.1,6.1,184,135,169,62,4,3.2,25
Black,6.0,3.1,162,74,172,82,3,2.3,48
Sandy,8.3,1.4,34,22,236,20,1,3.0,0
Loamy,4.6,3.6,154,121,154,85,2,2.8,34
Clayey,5.7,6.1,149,5,275,17,3,2.2,33
Black,8.2,3.3,132,26,81,41,2,1.4,42
Sandy,5.8,5.4,189,99,82,72,1,4.7,16
Loamy,5.5,5.6,20,140,87,64,5,4.6,9
Clayey,6.6,6.1,19,119,244,68,5,0.4,22
Black,7.8,7.3,90,66,156,72,4,1.2,26
Sandy,4.9,4.0,197,23,65,26,2,2.9,6
Loamy,8.3,2.2,63,63,114,35,4,4.9,0
Clayey,7.7,3.2,118,128,266,60,3,3.7,12
Black,5.2,4.0,72,84,233,42,4,4.1,24
Sandy,7.3,6.0,29,26,275,35,1,1.6,38
Loamy,6.0,1.1,14,87,67,31,4,1.2,38
Clayey,6.1,3.2,50,72,112,76,3,1.2,22
Black,7.6,6.5,127,9,25,87,3,2.5,28
Sandy,8.4,5.7,72,9,212,72,1,4.3,0
Loamy,5.0,6.1,193,28,122,26,2,1.2,53
Clayey,6.2,6.7,41,133,93,50,5,2.9,19
Black,6.4,6.5,36,118,93,85,1,4.1,31
Sandy,6.0,5.8,77,32,132,48,5,2.6,20
Loamy,6.0,4.1,114,51,171,42,1,2.1,81
Clayey,4.7,7.9,185,89,282,41,1,1.8,45
Black,7.2,5.0,16,23,105,30,4,3.0,25
Sandy,6.2,2.4,183,91,77,62,4,4.1,9
Loamy,5.3,3.0,112,146,168,73,4,5.0,11
Clayey,7.8,5.9,121,74,233,87,1,4.4,10
Black,7.7,7.5,155,118,114,75,4,2.3,25
Sandy,6.4,2.3,175,12,227,58,1,0.5,51
Loamy,5.7,1.6,112,41,162,80,4,0.7,36
Clayey,7.1,7.2,26,90,102,88,5,0.2,6
Black,5.7,7.4,99,76,71,40,2,1.9,53
Sandy,5.4,2.9,124,129,36,50,4,2.5,16
Loamy,7.4,3.6,95,14,237,81,3,4.1,24
Clayey,4.7,5.6,112,71,247,80,2,0.5,30
Black,4.9,3.3,91,145,220,45,3,1.2,39
Sandy,4.5,7.1,135,43,101,83,2,2.6,12
Loamy,5.1,1.8,47,68,147,48,4,4.3,10
Clayey,4.8,1.3,101,34,99,50,5,0.5,6
Black,8.5,2.5,72,136,208,50,4,1.3,30
Sandy,5.7,3.0,179,49,175,14,1,2.8,23
Loamy,5.1,1.8,145,138,179,15,3,1.7,42
Clayey,5.5,1.5,39,20,261,71,2,5.0,0
Black,8.2,6.3,73,26,101,25,5,2.3,13
Sandy,6.6,2.1,18,25,63,89,3,4.6,0
Loamy,6.0,7.4,66,28,181,28,5,4.7,17
Clayey,8.0,3.6,116,68,240,46,3,1.4,30
Black,6.1,5.7,196,145,168,73,4,1.7,52
Sandy,5.8,2.6,104,30,143,68,1,1.7,45
Loamy,5.3,2.7,84,102,20,78,3,2.2,33
Clayey,6.0,5.0,14,24,202,82,5,0.4,22
Black,5.8,4.9,104,65,227,16,4,4.1,34
Sandy,7.2,6.4,13,128,116,51,2,0.7,25
Loamy,5.7,6.3,17,138,40,34,2,4.5,25
Clayey,6.8,5.7,179,13,242,65,4,2.9,31
Black,4.8,4.1,172,132,67,56,2,2.5,43
Sandy,5.3,7.2,150,105,51,86,5,3.3,0
Loamy,6.1,5.4,142,20,149,59,1,4.7,51
Clayey,8.2,7.9,49,8,297,83,4,1.6,10
Black,6.0,6.7,28,36,264,42,1,1.4,68
Sandy,7.2,1.3,91,88,71,35,1,1.9,26
Loamy,5.5,3.2,134,97,228,26,4,2.5,39
Clayey,5.0,5.0,13,132,249,30,3,0.5,32
Black,4.7,6.1,137,21,205,11,5,3.4,16
Sandy,5.7,4.9,196,45,181,88,4,2.7,15
Loamy,5.1,6.5,155,49,218,53,5,2.7,48
Clayey,5.2,3.0,161,20,298,75,1,1.3,39
Black,7.5,2.3,116,24,52,80,1,4.2,22
Sandy,4.6,1.4,102,46,38,45,3,2.1,11
Loamy,6.7,5.0,40,14,140,55,1,3.3,44
Clayey,6.0,5.8,67,56,88,59,4,1.3,35
Black,6.5,3.3,37,37,234,76,5,4.1,12
Sandy,6.8,5.3,146,131,142,12,3,1.6,23
Loamy,5.8,1.4,182,54,299,42,4,4.6,33
Clayey,5.7,1.7,99,105,73,54,5,2.3,10
Black,7.4,5.9,58,104,40,34,5,0.8,34
Sandy,8.0,3.6,120,92,116,46,2,3.1,12
Loamy,5.3,5.7,11,83,157,45,2,2.8,46
Clayey,4.9,6.8,15,102,61,44,4,2.2,7
Black,8.1,7.0,38,72,265,28,3,4.1,8
Sandy,5.9,2.2,163,82,47,54,5,2.2,22
Loamy,6.7,4.4,165,136,77,27,5,0.8,38
Clayey,5.9,6.1,16,32,146,36,4,0.2,30
Black,5.0,6.4,43,33,282,40,3,4.5,25
Sandy,6.9,6.5,193,86,163,48,1,2.4,43
Loamy,6.6,2.6,147,126,112,76,3,2.9,31
Clayey,5.3,2.3,121,109,54,31,1,0.7,39
Black,6.3,5.1,66,76,111,61,5,2.5,40
Sandy,7.7,6.2,184,114,282,19,2,2.7,18
Loamy,6.9,3.2,36,117,33,17,2,2.4,32
Clayey,4.9,1.7,48,145,221,43,4,4.8,0
Black,6.7,6.0,159,47,297,62,3,2.9,51
Sandy,7.3,3.1,128,13,163,27,3,4.9,0
Loamy,7.7,2.2,156,44,264,21,1,0.9,46
Clayey,7.0,2.0,109,50,31,73,4,4.6,0
Black,5.1,3.2,18,62,90,66,3,2.8,26
Sandy,7.3,5.1,156,144,203,11,4,1.6,25
Loamy,7.2,3.5,11,105,123,26,1,3.8,22
Clayey,4.6,1.1,101,29,30,61,5,2.8,0
Black,6.1,1.7,198,93,227,85,4,2.9,36
Sandy,5.8,3.0,68,148,244,80,2,0.9,31
Loamy,7.2,5.6,80,128,292,88,5,3.4,24
Clayey,5.4,1.7,79,103,73,11,3,1.5,11
Black,6.9,4.9,170,128,192,36,1,1.8,67
Sandy,8.2,1.8,34,28,266,35,1,4.5,0
Loamy,7.7,2.5,79,111,172,34,2,1.0,42
Clayey,8.2,2.2,165,18,125,21,4,4.4,0
Black,8.4,1.5,155,26,178,26,2,2.6,25
Sandy,4.5,5.7,72,132,125,74,4,1.0,1
Loamy,7.0,4.2,58,35,212,49,2,4.1,40
Clayey,6.2,6.8,132,89,295,14,2,3.3,37
Black,7.9,1.7,133,62,92,37,1,1.8,43
Sandy,5.5,2.0,49,73,62,81,4,1.6,0
Loamy,8.4,3.1,94,110,213,61,2,2.2,47
Clayey,7.0,6.4,96,89,148,23,3,0.8,23
Black,7.7,3.1,89,6,127,15,1,4.1,10
Sandy,4.8,3.9,13,51,122,27,1,1.5,6
Loamy,5.2,3.1,43,119,152,46,1,4.2,34
Clayey,7.5,1.6,14,57,269,83,1,3.7,4
Black,4.6,7.6,159,29,289,73,2,4.7,18
Sandy,7.8,4.8,157,39,122,44,2,0.6,28
Loamy,4.6,6.5,112,91,257,26,1,1.8,55
Clayey,7.1,5.6,184,114,127,19,2,3.2,21
Black,6.0,4.6,43,149,156,60,2,4.3,39
Sandy,6.9,1.6,181,84,44,61,4,0.9,17
Loamy,7.3,5.5,15,135,137,73,3,4.3,12
Clayey,5.9,2.1,193,26,249,42,4,0.4,41
